Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Compensation of employees (current LCU),,,,,,,,,,,,,1.12E+11,1.14E+11,1.5E+11,2.25E+11,3.5E+11,4.77E+11,6.03E+11,7.78E+11,1.053E+12,1.299E+12,1.485E+12,1.676E+12,1.757E+12,1.892E+12,2.06E+12,2.246E+12,2.593E+12,3.002E+12,3.777E+12,4.541E+12,5.375E+12,5.996E+12,6.762E+12,8.585E+12,9.349E+12,1.0091E+13,1.00074E+13,1.00575E+13,1.115E+13,1.2393E+13,1.38079E+13,1.51462E+13,1.82051E+13,1.95385E+13,2.07321E+13,2.17326E+13,2.29254E+13,2.34907E+13,2.39528E+13,2.55025E+13,3.48049E+13,3.65896E+13,3.81443E+13,4.0161E+13,4.29938E+13,4.5303E+13,4.83509E+13,5.09196E+13,
Taxes on exports (current LCU),,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Net acquisition of financial assets (current LCU),,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.695E+12,2.563E+12,3.458E+12,5.251E+12,8.224E+12,8.133E+12,1.1368E+13,1.8649E+13,2.35202E+13,2.21121E+13,2.04655E+13,3.0034E+12,-1.03127E+12,-2.17814E+13,1.05551E+12,3.1581E+12,4.2557E+12,-1.51849E+12,5.83307E+13,5.73645E+13,3.54549E+13,3.7548E+13,5.22482E+13,7.44073E+13,5.99626E+13,6.03025E+13,6.91839E+13,5.97519E+13,6.59977E+13,5.52758E+13,
Real interest rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.679742736,7.570319386,10.34041448,10.7579741,7.447142697,4.087645473,3.626044041,2.693739372,2.692081299,4.505016532,6.224588621,4.034859563,4.222685184,1.969452026,2.700250556,4.418990751,4.092791268,3.588241715,3.326270741,0.337001849,1.354559423,1.2266202,3.164269211,4.321429493,1.469464829
Claims on central government (annual growth as % of broad money),,-15.10689509,13.64044344,0.315542908,-7.884528642,-2.143676625,-9.701869111,-1.165768452,-7.909744705,-5.366698502,-3.987686089,-1.716118167,7.586457988,1.18529866,5.884280595,8.461632404,-0.82793388,-2.621064598,1.214438437,-1.603807972,3.89771448,7.34671246,2.088928792,-1.163121351,-0.150143015,0.216833606,0.149201847,-4.344920517,-5.500607628,-4.289884485,-2.515814654,1.099152203,-0.565043262,-1.83567823,-2.517753217,-3.050637977,-1.284740379,-2.23070176,1.176378104,0.303088556,-1.149347104,-1.353211932,-0.920074061,-0.478232416,1.761734285,-0.411300134,-0.745882042,-3.491266313,-0.217092748,1.326381925,0.375041644,-0.666626489,1.439909998,0.752339292,0.802786053,0.002355546,0.151295949,-0.784350742,-0.860370618,0.18831142,0.506437177
Renewable internal freshwater resources per capita (cubic meters),,,2445.967134,,,,,2152.269642,,,,,1935.508556,,,,,1781.016289,,,,,1649.021501,,,,,1558.081856,,,,,1482.354767,,,,,1411.2067,,,,,1361.115738,,,,,1332.069719,,,,,1291.836452,,,,,1262.608784,,,
Population in the largest city (% of urban population),34.06752544,34.751287,35.26238112,35.82453131,36.4743486,37.17456855,37.91806746,38.50091287,39.06388818,39.71488298,40.47432103,40.51125602,40.32933671,40.22225973,40.17348883,40.17090719,39.76451462,39.26780163,38.84002718,38.46598908,38.12627796,37.50817247,36.78399055,36.13978598,35.63185572,35.25715542,34.78521747,34.30742509,33.89279446,33.53130914,33.22414212,32.51214161,31.58926798,30.71341273,29.87483777,29.06972885,28.42816064,27.86635246,27.37568855,26.89722688,26.39464151,26.01029283,25.7270831,25.46454185,25.23683878,25.05999186,24.85830677,24.68879637,24.45854086,24.28985087,24.12661073,23.97682431,23.92554548,23.89108561,23.81554527,23.76451002,23.74433694,23.74791987,23.70102873,23.65986531,23.63435929
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.642,,,,,,,,,,,,,,,,,,,
Methane emissions (% change from 1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.508253704,-3.956410478,-4.140749047,-4.575558047,-3.935005479,-1.337333193,0.377622512,-0.842142928,-2.175003434,-1.22903029,-1.613681308,-1.608889144,-0.541833993,0.926485012,2.190018881,3.775905639,4.353201645,-0.726172563,0.60988272,2.18490724,3.206756312,4.228605384,,,,,,,,
CO2 emissions from liquid fuel consumption (% of total),16.62284546,15.84685598,17.10526316,18.62728063,14.63937944,18.19914944,21.75931582,29.87690382,41.34501772,47.18868575,51.27156201,53.95683453,53.97471739,55.03938193,55.11627907,56.30293525,57.40224013,58.21423616,61.26560176,59.29473945,57.55186384,54.97795738,53.2921598,52.24047434,47.88250296,44.15816746,45.23364486,44.52501951,46.52645839,49.76522172,51.79260502,51.19401766,55.99599743,57.96156997,57.33405317,58.07220395,58.36994424,57.33393003,51.53074138,52.45509328,48.89279686,44.79862578,45.74740074,43.36769527,41.97803733,39.05162515,36.64891403,36.83159661,33.11082562,31.49813339,30.45999495,27.65613839,27.56066165,27.40923583,26.6677256,28.52594796,30.63010898,,,,
Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.631946867,0.955805367,0.752919688,0.72597866,0.441574757,0.443590287,0.60863812,0.676453174,0.948920714,0.787126862,0.700500011,0.692200005,0.696699977,0.845600009,0.770200014,0.873000026,0.948700011,1.024999976,1.060799956,1.206900001,1.315000057,1.347599983,1.614300013,1.915099978,2.8677001,2.743999958,2.549799919,2.844500065,3.184000015,,
Multilateral debt service (% of public and publicly guaranteed debt service),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net official development assistance received (current US$),250710006.7,229149993.9,236210006.7,262200012.2,171690002.4,220490005.5,230630004.9,259089996.3,239630004.9,338299987.8,274670013.4,324510009.8,365429992.7,282000000,252039993.3,247479995.7,216139999.4,237179992.7,164210006.7,133860000.6,138710006.7,330390014.6,33779998.78,7639999.866,-36880001.07,-8819999.695,-17569999.69,10659999.85,9279999.733,51669998.17,52279998.78,54419998.17,-3099999.905,-35110000.61,-114230003.4,57000000,-148899993.9,-159649993.9,-50369998.93,-55099998.47,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNHCR (current US$)",,,,,,,,,,,,,,,,,,,,79999.99821,170000.0018,109999.9994,79999.99821,50000.00075,50000.00075,70000.0003,200000.003,,119999.9973,259999.9905,289999.9917,189999.9976,159999.9964,39999.99911,,,,,,,,70000.0003,189999.9976,,,,,,,,,,,,,,,,,,
"Net financial flows, IDA (NFL, current US$)",,,,,,,,,,,1100000,15100000,3800000,6000000,20000000,14200000,10000000,9000000,3100000,-400000,-600000,-700000,-900000,-1500000,-1500000,-1493739.86,-1493739.86,-1647529.73,-1725196.07,-2050667.84,-2412385.5,-2557124.22,-2962866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3467866.28,-3468000,-3468000,-36893000,0,0,0,0,0,0,,,,,
"PPG, IBRD (DOD, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, United States (current US$)",249000000,228000000,234000000,239000000,157000000,164750000,169259994.5,192479995.7,188240005.5,219000000,175000000,175000000,230000000,91000000,33000000,88000000,124000000,58000000,51000000,24000000,21000000,12000000,-12000000,-13000000,-16000000,-19000000,-23000000,-22000000,-26000000,-34000000,-31000000,-29000000,-40000000,-42000000,-43000000,-42000000,-54000000,-44000000,-43779998.78,-43970001.22,-44409999.85,-44270000.46,-44580001.83,-44349998.47,-44439998.63,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Hungary (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stocks traded, total value (% of GDP)",,,,,,,,,,,,,,,,,,,,4.033047037,2.853728773,4.960282165,3.363435592,2.510404443,3.864855789,4.015136717,9.53666115,17.48337564,42.56672542,48.38727573,26.33189523,24.9640456,32.39582121,53.61783688,61.86769522,32.51543217,29.09129077,29.98236729,41.83598218,153.7013733,85.97444398,68.29331299,92.62381818,65.06367342,66.29349321,128.3256033,127.1601137,163.5564379,113.3560641,178.5553139,142.4526343,154.354435,123.9549512,97.01315485,86.48412133,125.7855596,106.715417,123.8950846,142.37449,116.7374336,316.9122908
"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,2000000,,3000000,2000000,23200000,3800000,5700000,6900000,4000000,3200000,15600000,10300000,42600000,23200000,37100000,60500000,105000000,129500000,154800000,299200000,184900000,252600000,261500000,463100000,701500000,947300000,879600000,1339100000,1916800000,2035600000,2115000000,1826800000,2434300000,3255400000,3188400000,4399000000,3902900000,4355300000,5541600000,6553500000,6936000000,7286800000,7749100000,7752000000,6855400000
"Net errors and omissions (BoP, current US$)",,,,,,,,,,,,,,,,,-242138540.2,-32712210.3,-312000000,-312000000,567500000,1476700000,1020100000,-117300000,147600000,-1822800000,343200000,2487600000,1019700000,1819700000,-725000000,826700000,1317400000,-1215600000,-1504000000,-1287300000,993200000,-6973800000,-6585100000,-3470000000,-693400000,6187600000,1502700000,5420500000,4759800000,6260900000,9940300000,6647900000,-8274200000,-5837100000,-6366800000,6394100000,-359600000,1307400000,3487100000,-2101200000,2047800000,9312300000,-1309800000,-479900000,2179600000
"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,8404000000,10523000000,14491000000,19100000000,21578700000,24216100000,23051100000,23382800000,24631600000,23025100000,29027800000,37730400000,46937600000,55451100000,63550700000,74554200000,74929400000,78106900000,95840900000,1.26582E+11,1.41774E+11,1.39112E+11,87925200000,1.10584E+11,1.54131E+11,1.37013E+11,1.46542E+11,1.72774E+11,2.16881E+11,2.5277E+11,3.04596E+11,3.50367E+11,4.21164E+11,3.15876E+11,4.15902E+11,5.59199E+11,5.55076E+11,5.38134E+11,5.27252E+11,4.22808E+11,3.95464E+11,4.66717E+11,5.1618E+11,4.76856E+11,4.34659E+11
Average precipitation in depth (mm per year),,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,,,1274,,,
Fertilizer consumption (kilograms per hectare of arable land),,155.491392,157.6576577,172.0656716,172.4973697,155.5552473,193.5386374,221.5350638,220.0827967,247.9540816,261.4500697,280.3186504,307.8431559,361.3813842,408.8640964,419.9408054,312.2635922,356.1344944,418.9037999,411.3765104,389.8300971,374.8176499,299.7071742,353.1496063,385.770947,416.5256346,430.8383234,450.6228201,461.2418628,494.4610718,490.374808,481.4218993,507.7449947,519.3066667,520.3252033,549.0908581,520.8636103,576.0743322,507.6112412,483.2754562,455.9586729,424.276495,417.9699223,427.0466365,453.196092,478.1520207,333.7393144,406.2499937,304.4802748,338.6104492,330.2821035,337.3188777,351.8256734,344.6958751,345.9229268,337.8127893,353.562639,355.9974153,369.7358443,,
Gross capital formation (constant 2015 US$),1981068065,2529002371,2426275740,3810875143,3314392558,3513745875,5776207115,6886043721,9662403335,12388902518,12555457573,14474111695,12614070101,16631724583,21782024166,21679827964,26536446074,34823620937,45920660916,53686776598,45237378526,46308140113,50770648650,58819837202,64729712706,69423135151,79697212811,91251306737,1.08839E+11,1.2751E+11,1.47861E+11,1.76827E+11,1.78525E+11,1.8762E+11,2.1576E+11,2.35569E+11,2.62107E+11,2.59282E+11,1.8778E+11,2.36327E+11,2.70316E+11,2.74949E+11,2.96716E+11,3.12986E+11,3.25956E+11,3.33181E+11,3.49843E+11,3.67455E+11,3.66495E+11,3.30258E+11,3.86572E+11,3.99029E+11,3.88522E+11,3.92439E+11,4.06379E+11,4.32832E+11,4.59968E+11,5.10094E+11,5.03381E+11,4.93715E+11,4.96341E+11
Exports of goods and services (annual % growth),,35.4618016,15.61447811,14.59774299,28.9707751,36.55172414,42.89321789,29.99242616,37.9782482,36.53318319,30.69587629,24.18063498,42.91431112,50.87337215,4.296656356,21.34534721,39.12663959,21.89243678,16.89463245,2.987799866,8.515235299,13.86326385,2.048066586,16.4594448,12.6203001,1.294412482,35.02525115,24.43588083,10.67541921,-3.66616035,5.087604983,12.2215634,12.12432646,10.06190638,18.09768342,22.95643678,10.18990044,18.71379856,14.56462132,12.27003617,16.98546481,-1.799069774,12.81271742,13.57952674,21.00478498,7.899183358,12.0450939,12.6039353,7.602162005,-0.456772389,13.02782154,15.41719971,5.793410763,3.820237448,2.095563279,0.234197142,2.372289067,2.480344938,3.975936885,0.238336269,-1.841543404
Households and NPISHs final consumption expenditure (% of GDP),85.13567598,83.85760217,83.11922593,80.58587573,82.77363184,83.44820121,78.59615222,79.15531128,75.43623368,72.21082317,73.7359651,75.40430483,72.75113059,68.72433195,68.8627451,69.10068667,64.36556851,61.05674411,59.69786718,59.99481518,62.72281253,62.77758316,61.58263887,58.45584833,56.55180662,55.94595239,53.2473409,50.76164072,48.87999359,50.60222507,50.22906298,50.33163409,50.92775549,51.11486627,51.75157466,51.96231574,53.24971392,53.3992876,50.31457593,52.61227857,54.50010006,55.4002687,56.09577322,54.0668048,51.59404174,52.31730649,53.03071843,52.47594617,52.53397435,51.6704516,50.43517702,51.1987727,51.26770748,50.50608698,49.93590559,48.54056078,47.95580095,47.54547343,48.02337234,48.63261751,46.42413087
General government final consumption expenditure (current US$),563486933.8,320936091.6,381770699.1,420232385.5,283896020.5,279316816.8,380224073.1,479373059.3,621290439.2,761556080,890971148.9,1008209708,1137213978,1232677244,1877271491,2415909091,3230991736,4108884298,5151446281,6580785124,7786082347,8804311117,9233052470,9757009346,10291198293,10754120595,11992398888,14772481369,19789601761,26558692997,31095569119,35553964683,39323128162,42207507444,47638932105,56881377468,63395611909,58173532782,43711254139,55106660386,62803459008,64377493242,73648978091,85394550230,98253151958,1.20249E+11,1.40822E+11,1.57633E+11,1.47136E+11,1.38388E+11,1.62513E+11,1.80121E+11,1.87748E+11,2.05298E+11,2.25991E+11,2.2109E+11,2.28617E+11,2.50389E+11,2.76868E+11,2.82028E+11,2.958E+11
"Lead time to import, median case (days)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,3,,,,
"Air transport, passengers carried",,,,,,,,,,,1208100,1463600,1640000,2213400,1923800,2046700,2075200,2466500,3099800,3725900,3566600,4186700,4201500,4861500,5353300,6202500,7211400,8330900,9826000,13160800,15684500,16908000,19766900,21425900,24932300,29345200,33002700,35505800,27109000,30870200,34331368,33710340,34831814,33372577,34511494,33888328,34842655,36655313,36077655,34168590,36987982,39911749.59,39969577.02,54530105,58289180,66093149,76859538,82818983,88157579,92434079,30033310
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA debt policy rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start-up procedures to register a business (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,8,8,6,4,4,4,4,3,3,3,3,
Time spent dealing with the requirements of government regulations (% of senior management time),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,
Firms using banks to finance working capital (% of firms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,
Business extent of disclosure index (0=less disclosure to 10=more disclosure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,
Other expense (% of expense),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331177378,1.655193992,1.793577489,2.091999613,2.54865239,3.103629669,3.982287278,3.013981368,16.21713374,15.84958003,15.07758409,15.22707748,15.41855501,20.49794767,22.53153607,21.11257056,19.90595964,14.12907699,15.36236163,17.16916027,14.81131786,14.5940671,13.41571083,8.579817348,8.316263101,7.747549686,7.67317357,8.082205044,7.509627927,6.595960803,
Taxes on international trade (% of revenue),,,,,,,,,,,,,10.22530329,12.14814815,12.37816764,13.01546392,14.86603284,16.16746086,18.97649363,16.9828869,15.04897596,13.93250527,13.33670886,15.75582414,15.35448805,14.19420585,14.9417976,17.31496488,14.04379821,10.86973571,11.76113877,9.163235785,7.296477723,5.787329681,5.781498535,6.538059891,6.398621205,6.389684814,4.023088043,4.421714652,4.307345656,4.175398484,4.246718334,4.07055582,3.878168636,3.35078995,3.327960125,3.140070708,3.558551366,3.735231616,4.013205342,3.823939792,2.495062719,2.762119073,2.187618447,2.047897186,1.798942021,1.777297439,1.584310243,1.418602451,
Net lending (+) / net borrowing (-) (current LCU),,,,,,,,,,,,,-1.66E+11,-13000000000,-27000000000,-36000000000,33000000000,1.54E+11,3.27E+11,2.21E+11,2.71E+11,5.6E+11,-1.32E+11,8.56E+11,7.29E+11,5.87E+11,8.92E+11,1.714E+12,3.436E+12,2.186E+12,3.085E+12,1.199E+12,3.029E+12,5.74E+12,7.222E+12,9.767E+12,1.1672E+13,1.2975E+13,6.07287E+12,7.02179E+12,2.63886E+13,1.77312E+13,2.62574E+13,1.30958E+13,8.1346E+11,7.8805E+12,1.03834E+13,2.26101E+13,1.6819E+13,2.03452E+11,1.94E+13,2.25331E+13,1.71445E+13,1.93106E+13,1.56023E+13,1.2679E+13,3.26827E+13,3.47154E+13,4.58569E+13,7.18835E+11,
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1078186,,,93.38002014,,,94.68531036,,,
Broad money to total reserves ratio,2.850403741,1.595466068,2.35613656,3.243290798,2.182045567,2.491732589,2.359332424,2.632127757,4.038007951,4.421974775,4.739481271,7.138061925,6.973094268,5.542119191,20.39797454,8.166579655,4.376372185,4.057348269,5.79661781,6.56150964,6.654677722,8.212343137,9.242057077,12.00629423,10.75941451,11.04874292,11.14703754,13.09824445,5.36188579,5.6921325,6.508214167,8.2662872,7.157232846,6.868520773,6.433757003,6.084572116,6.489165651,10.45452965,3.54091991,3.73763809,3.794452573,5.759904221,5.737172063,4.847573311,4.18476261,4.737047057,5.033198805,5.220568037,6.419680583,4.537263355,4.916655311,5.148726629,4.97232096,5.074967699,5.437063689,5.41792475,5.604746908,5.757154544,6.087491145,6.115626266,6.113508507
"Borrowers from commercial banks (per 1,000 adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50722794,,,,,27.22488848,,,,,30.93273663,,,,,38.95242245,,,,,45.86440988,,,,,53.3152631,,,
"Plant species (higher), threatened",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.33102172,,,,,29.52063135,,,,,29.76546929,,,,,30.40690403,,,,,29.80201,29.68119454,27.91595259,29.46191729,27.21311037,28.2142437,25.09854067,25.03942539,,,
Total greenhouse gas emissions (kt of CO2 equivalent),,,,,,,,,,,88641.352,89248.78,91340.252,107014.039,112906.55,120964.237,130213.924,144910.923,155967.54,172533.275,175229.771,181587.53,180766.923,192747.731,208165.762,215092.052,224294.641,225840.175,258382.665,270117.802,286680,312020,336580,367440,395040,427420,455360,481200,416390,454250,511790,528550,521370,529250,553340,548760,557070,565860,579950,593600,646420,670790,675290,675000,664250,685800,696930,710340,718880,,
Electric power consumption (kWh per capita),,,,,,,,,,,,295.5961286,343.5863454,397.0894301,458.9495538,501.7187147,577.9317603,659.2369313,779.5140737,880.5560875,913.629356,971.7934818,1027.860403,1140.705094,1250.236475,1340.129958,1480.018501,1674.247249,1920.523557,2095.194713,2373.214406,2588.848076,2826.188795,3091.371196,3495.488731,3881.024437,4280.71094,4651.628883,4436.174407,4878.833384,5906.959333,6309.203405,6673.937704,6977.317662,7390.794147,7796.314674,8039.796283,8462.206543,8772.287463,8877.574933,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,,,,,,
Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,12.52371917,11.54658333,8.661045531,11.32165132,8.364811133,7.738893455,5.239402716,5.737860997,6.539325843,5.327747791,6.737632751,4.649598813,5.574206755,4.458444841,6.307859396,6.290007043,7.351565509,4.232038167,4.89673942,6.036765334,3.078009801,2.489469792,2.95522075,1.450260874,1.523691751,1.196416673,1.266466769,1.980385895,1.765310107,1.389822754,1.342770357,0.980279196,1.428359135,1.18108518,0.946957002,0.86210754,0.852537538,0.691541123,0.622791559,0.741265668,0.884140655,0.747549135,0.797373446,0.504153034,0.390731684,,,,,
"Total debt service (% of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNTA (current US$)",,,,,,,,,,529999.9714,519999.9809,439999.9976,400000.006,400000.006,600000.0238,529999.9714,560000.0024,779999.9714,740000.0095,560000.0024,109999.9994,1039999.962,870000.0048,1299999.952,1149999.976,1370000.005,1340000.033,1649999.976,1049999.952,1570000.052,1240000.01,1590000.033,1429999.948,1870000.005,930000.0072,2549999.952,1320000.052,1639999.986,910000.0262,1409999.967,1620000.005,779999.9714,1070000.052,1690000.057,439999.9976,,,,,,,,,,,,,,,,
"PNG, bonds (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
